a	ၼိူင်ႈဢၼ်
oath	ၶၢမ်ႇၵိၼ်ႇ
obesity	ပီးလူၼ်ႉ
obey	ၸွမ်းၶေႃႈတီႈသင်ႇ
object	ၶူဝ်းၶွင်
objective	ထင်ႉ
obligation	ႁူႉပုၼ်ႈၽွၼ်း
obscure	ဝဝ်းမွင်
observation	ႁပ်ႉထွမ်ႇတုင်းဢဝ်
observe	လဵပ်ႈႁဵၼ်း
obsessed	မႆႈၸႂ်
obsession	ၸႂ်ၸပ်း
obsolete	ဢမ်ႇမီးၵၢပ်ႈမၼ်း
obstacle	လွင်ႈႁၢမ်ႈသီး
obtain	ၶဝ်ႈပႃး
obtained	လႆႈမႃး
obvious	ႁူႉလႆႈငၢႆႈ
obviously	ဢၼ်ႁူႉငၢႆႈ
occasionally	မၢင်ႊပွၵ်ႈမၢင်ႊလႂ်
occupation	ၼႃႈၵၢၼ်
occupation	ႁုပ်ႈသိမ်းဢဝ်
occupation	ၶဝ်ႈယူႇထင်သဝ်း
occupied	ၼႃႈၵၢၼ်
occur	ပဵၼ်မႃး
occurred	ပေႃႇပဵၼ်မႃး
occurs	ပေႃႇပဵၼ်မႃး
ocean	ၼမ်ႉသမ်ႇမုၵ်ႉ
october	လိူၼ်သိပ်း
odd	ဢၼ်လၢၵ်ႇလၢႆး
odds	ၸိၵ်ႉ
of	ၶွင်
of course	ၸိူင်ႉၼၼ်ယဝ်ႉ
off	ႁပ်း
offensive	လူလၢႆ ႁဵတ်းတီႈ
offer	ၶူဝ်းပၼ်
offer	ယိုၼ်ႈပၼ်
office	ႁွင်ႈလုမ်း
official	ၸွမ်းတြႃး
often	ၵႆႉၵႆႉ
Oh	ဢူဝ်ႉႁူဝ်
oh really	ဢူဝ်ႉ ၸႂ်ႈႁႃႉ
oil	ၼမ်ႉမၼ်း
ok	လႆႈယူႇ
ok dear	လီယဝ်ႉ ႁၵ်ႉဢိူၺ်း
ok honey	လီယဝ်ႉ ႁၵ်ႉဢိူၺ်း
ok my love	လီယဝ်ႉ ႁၵ်ႉဢိူၺ်း
okay	လႆႈယူႇ
okay baby	လီယဝ်ႉ ဢေႁဝ်း
okay dear	လီယဝ်ႉ ၵေႃႉႁၵ်ႉ
okay honey	လႆႈယူႇ ၵေႃႉႁၵ်ႉ
okay my love	ႁဝ်းလႆႈၸႂ်
old	ဢၼ်ထဝ်ႈ
on	တၢင်းၼိူဝ်
once	ပွၵ်ႈလဵဝ်
one	ဢၼ်ၼိူင်ႈ
one language is never enough	လိၵ်ႈလၢႆးၵႂၢမ်းလၢတ်ႈ ၼိူင်ႈဢၼ်ၼႆႉ ပႆႇၵုမ်ႇထူၼ်ႈ
onion	ၽၵ်းမူဝ်ႇ
online	ၼိူဝ်ၼႅင်ႊ
only	ၼႆႉၵွၺ်း
open	ၽုၺ်ႇ
operation	ၽႃႇတတ်း
opinion	တၢင်းႁၼ်ထိုင်
opportunities	တိုဝ်ႉတၢင်း
opportunity	တိုဝ်ႉတၢင်း
opposite	တေႃႇၼႃႈ
opposite	ပိၼ်ႈၾူၼ်
optimistic	ႁၼ်ၽၢႆႇလီ
option	သုၼ်ႇလိူၵ်ႈတိုဝ်ႉတၢင်း
optional	ဢမ်ႇလိူၵ်ႈသင်
or	ဢမ်ႇၼၼ်
orange	မၢၵ်ႇဝၢၼ်
orange	သီလိူင်မၢၵ်ႇၸွၵ်း
order	သင်ႇ
order	မၢႆၶပ်ႉ
ordinary	လၢႆးၽဵၼ်ႈ
organization	မူႇၸုမ်း
orientation	ၶူၼ်ႉၶႆႈ
origin	ငဝ်ႈတိုၼ်း
original	ငဝ်ႈတိုၼ်း
Oromo	ၶိူဝ်းဢူဝ်ႇရူဝ်ႇမူဝ်ႇ
orphan	လုၵ်ႈဢွၼ်ႇၽၢၼ်ပေႃႈမႄႈ
other	တၢင်ႇဢၼ်
otherwise	ထႅင်ႈတၢင်းၼိူင်ႈ
ought	ၶေးပဵၼ်
our	ၶူဝ်းၶွင်ၸိူဝ်းႁဝ်း
Our mission: to enable everyone, everywhere to understand the world and express themselves across languages.	ပဝ်ႉမၢႆႁဝ်း - တႃႇႁဵတ်းႁႂ်ႈ ၵူၼ်းၵူႊၵေႃႉ၊ ၵူႊတီႈ ႁူႉႁၼ်သေ မွၵ်ႇၼႆတေႃႇ ၽႃႇသႃႇၼႂ်းလူၵ်ႈ ႁႂ်ႈပွင်ႇၸႂ်။
Our mission: to organize the world's information and make it universally accessible and useful.	ပဝ်ႉမၢႆႁဝ်း - တေၸတ်းပွင်ႊ ႁႂ်ႈၶေႃႈမုၼ်းလုမ်ႈၾႃႉသေ ႁဵတ်းႁႂ်ႈမၼ်း ပၼ်ၽွၼ်းလီ ၶဝ်ႈတၢင်းတိုဝ်းၼၼ်ႉ။
out	ဢွၵ်ႇၵႂႃႇ
outcome	ငိုၼ်းဢွၵ်ႇ
outfit	ၶူဝ်းၶွင်ဢၼ်လူဝ်ႇ
outgoing	ပွင်ႇၸႂ်
outlet	ႁူးဢွၵ်ႇ
outline	ႁွၺ်းၶွပ်ႇ
outside	ၽၢႆႇၼွၵ်ႈ
outstanding	ပွင်ႇၸႂ်
oven	မေႃႈတင်ႈ
over	ပူၼ်ႉလိူဝ်
over there	မီးၼၼ်ႉၵွၺ်း
overall	ႁုပ်ႈတုမ်
overcome	ၶၢမ်ႈပူၼ်ႉ
overthinking	ဝူၼ်ႉပူၼ်ႉ
overwhelmed	ႁူမ်ႇငမ်း
overwhelming	ႁူမ်ႇငမ်း
owe	ထုၵ်ႇၼီႈ
owl	ၵဝ်ႉ
own	ပိူင်ႇဝႆႉ
owner	ၸဝ်ႈၶွင်
ox	ဝူဝ်းငၢၼ်
pace	ႁိဝ်ႈၸင်ႊ
pack	ႁေႃႇ
package	တိင်ၶွင်ႉ
paid	ၸၢႆႇ
pain	လွင်ႈၸဵပ်းသႅပ်ႇ
paint	ယွမ်ႉ
painting	ယွမ်ႉသီ
pair	ၵူပ်ႉ
pale	ၽိူၵ်ႇသလၢၵ်ႇ
palm	ထၢၼ်
pan	မေႃႈၶူဝ်ႈ
pandemic	တၢင်းပဵၼ်ႁႃ
panic	တိုၼ်ႇသၢၼ်ႈ
pants	ၵူၼ်ၵႁၢတ်ႈ
paper	ၸေႈ
paradise	မိူင်းၽီ
parallel	သိုဝ်ႈပဵင်းၵၼ်
parcel	ၸွၵ်း
pardon	ယွၼ်းသၢႆၸႂ်
parents	ပေႃႈမႄႈ
park	သူၼ်မွၵ်ႇ
parrot	ၼူၵ်ႉၶဵဝ်
parsley	ၽၵ်းၵီး
part	တွၼ်ႊ
participate	ၶဝ်ႈႁူမ်ႈၸွမ်း
particular	လၢႆးၵေႃႉ
particularly	ၵမ်ႉၼမ်
partner	ၵေႃႉသေႈ
party	ပၢင်ပွၺ်း
pass	ပူၼ်ႉ
passage	မူတ်း
passed	လတ်းပူၼ်ႉ
passion	ႁၵ်ႉႁႅင်း
passionate	ႁၵ်ႉႁႅင်း
passive	ဢမ်ႇတူင်ႉဢမ်ႇၼိုင်
password	မၢႆလပ်ႉ
past	ပူၼ်ႉယဝ်ႉ
patch	ဢၼ်ၽုင်
path	ၽူႈႁႃၼႃႈလိၼ်မႂ်ႇ
pathetic	လီဢီးလူ
patience	ၸႂ်ယၢမ်း
patient	ၵူၼ်းပဵၼ်
pattern	ႁၢင်ႊၽၢင်
pause	ၵိုတ်းဝႆႉ
pavement	တၢင်းၵူၼ်းပႆ
pay	ၸၢႆႇ
payment	လၢႆးၸၢႆႇငိုၼ်း
peace	ငမ်းယဵၼ်
peaceful	ၵတ်းယဵၼ်
peach	မၢၵ်ႇမူၼ်ႇ
peak	ႁွတ်ႈၸိၵ်းႁွတ်ႈယွတ်ႈ
pear	မၢၵ်ႇၵေႃႈ
peas	ထူဝ်ႇၶၢမ်း
peculiar	ဢမ်ႇလႆႈၸႂ်
pee	ယဵဝ်ႈ
peel	ပွၵ်ႇပိူၵ်ႇ
peer	ၵေႃႉသေႈ ပဵင်းၵၼ်
peers	ၵေႃႉသေႈ
pen	ၵမ်တႅမ်ႈ
pencil	ၵမ်ႈႁႅင်ႈ
pending	တိုၵ်ႉၵိုတ်းဝႆႉ
people	ၵူၼ်း
pepper	မၢၵ်ႇၽိတ်းပွမ်ႈ
perceive	လဵပ်ႈႁဵၼ်းမႅၼ်ႈ
perception	ႁူႉပွင်ႇႁၼ်လႅင်း
perfect	တဵမ်ထူၼ်ႈ
perform	ႁဵတ်းသၢင်ႈ
performance	လဝ်ႇမူၼ်ႊၸႂ်
perhaps	ယူဝ်ၶေး
period	ၶၢဝ်းၼႆႉ
permanent	ဢမ်ႇမၼ်ႈၵိုမ်း
permission	ၶေႃႈပၼ်ၶႂၢင်ႉ
permit	ယွၼ်းၶႂၢင်ႉ
perseverance	ၸႂ်ဢိုၼ်ႇ
persistent	တိုၼ်းမီးဝႆႉ
person	သုၼ်ႇၵူၼ်း
personal	သုၼ်ႇတူဝ််
personality	သုၼ်ႇတူဝ်
perspective	ၸဵင်ႇႁၼ်
persuade	ႁႂ်ႈပိူၼ်ႈယုမ်ႇ
pervert	ႁႂ်ႈထိုင်တၢင်းၽိတ်း
pet	သတ်းႁိူၼ်း
phase	ႁဵတ်းၵမ်းၶၵ်ႉၶၵ်ႉ
phenomenon	ပွင်ႇဝႃႈ
philosophy	ပၢႆးဝူၼ်ႉၶပ်ႉ
phone	မိုဝ်းထိုဝ်
photo	ၶႅပ်းႁၢင်ႊ
phrase	ၶေႃႈၵႂၢမ်း
physical	တွၼ်ႊတူဝ်ၶိင်း
pick	ၵဵပ်း
pick up	ၵဵပ်းၶိုၼ်ႈမႃး
picture	ၶႅပ်းႁၢင်ႊ
piece	ဢိတ်းဢွတ်း
pieces	ပိတ်းပွတ်း
pig	မူ
pigeon	ၵႃဢိုဝ်ႈ
pile	လွတ်ႇၼမ်ႉ
pillow	မွၼ်ႁူဝ်
pilot	ၵူၼ်းႁေႃႈႁိူဝ်းဝိၼ်
pin	သႂ်ႇၶဵမ်
pineapple	မၢၵ်ႇႁႃလၢတ်ႈ
pink	သီၶွင်
pit	လွတ်ႈဢဝ်ၵုၵ်ႉ
pitch	ႁဵတ်းသုမ်ႉ
pity	ဢီးလူ
place	ဢွင်ႈတီႈ
place	ဝၢင်း
places	ဢွင်ႈတီႈ
plague	တၢင်းပဵၼ်ႁႃႊ
plain	ၽဵၼ်ႈၽဵၼ်ႈ
plan	ၽႅၼ်ၵၢၼ်
plane	ႁိူဝ်းဝိၼ်
plant	တူၼ်ႈ
plants	တူၼ်ႈ
plate	ဢၢင်ႇၽေ
platform	တၢင်းၵူၼ်းပၼ်
play	လဵၼ်ႈ
play	ၼႄၸိူင်း
playing	လဵၼ်ႈ
pleasant	ၸဝ်ႈၼႃး
please	ၶႅၼ်းတေႃႈ
pleased	ၶႅၼ်းတေႃႈ
pleasure	မူၼ်ႊသိူဝ်း
pledge	ၵႂၢမ်းမၼ်ႈ
plenty	ၼမ်ၼမ်
plot	လွၵ်းၸိူင်း
plug	ၽၢင်သဵပ်ႇၾႆး
plum	မၢၵ်ႇမၼ်ႉ
plumber	ၵူၼ်းမႄးၼမ်ႉ
plural	မၢႆၼပ်ႉၼမ်
podcast	ပွၺ်ႇသဵင်
poem	ဝွၵ်း
poetry	လၢင်ႇၵႃႇ
point	ၸီႉ
poison	ငူၼ်ႉ
police	ႁၢၼ်
policy	ၵၢၼ်မိူင်း
polite	ယဵၼ်ႇငႄႈ
pollution	ႁင်ႈဝူၺ်ႇ
pond	ၼွင်ဢွၼ်ႇ
pool	ၼွင်
poop	ၶီႈ
poor	ၽၢၼ်
pop	ၵႂၢမ်းပွပ်ႉ
popular	ၸိုဝ်ႈလိုဝ်းလင်ႊ
population	ႁူဝ်ၼပ်ႉၵူၼ်းမိူင်း
pork	ၼိူဝ်ႉမူ
porridge	ၶဝ်ႈတူမ်ႈ
port	လဝ်ႈမၢၵ်ႇလႅင်
position	ဢွင်ႈတီႈ
positive	လီ
possess	ပိူင်ႇ
possession	ၶူဝ်းပိူင်ႇ
possessive	ပိူင်ႇဝႆႉ
possible	ပဵၼ်လႆႈ
post	သူင်ႇလိၵ်ႈ
post	ပုၼ်ႈၽွၼ်း
postpone	ၶၢႆႉလၢႆႊ
potato	မၢၼ်းၶိူဝ်
potential	ၼိမ်ၼိမ်
pound	လုမ်းထိင်းမၢႆမီႈ သဵၼ်ႈတၢင်း
poverty	ၽၢၼ်
poverty	ဢေႇ
power	ဢဵၼ်ႁႅင်း
powerful	မီးႁႅင်းပွင်ႊ
practical	ၸၢမ်းတူၺ်း
practice	ၽိုၵ်းလႅၼ်ႇ
practice	တၢင်းၽိုၵ်း
praise	လုၵ်ႉယွင်ႈ
prank	ယဝ်ႉၵိူဝ်ႉ
pray	ၼမ်ႉယႃသိတ်ႇ
precious	ၵိုင်ႇၵႃႊၶၼ်
precise	ၸႅင်ႈလႅင်းတႅတ်ႈတေႃးလီ
precisely	ၸႅင်ႈလႅင်းတႅတ်ႈတေႃးလီ
predict	ႁေႃးဝႆႉ
prefer	ၵဵၵ်ႉ
preference	ပၼ်ပူၺ်
pregnant	မၢၼ်း
prejudice	ၸွမ်းပႃႈၸွမ်းၽၢႆႇ
premises	ပၼ်လွင်ႈတၢင်း
premium	ပွတ်းၶိုၵ်ႉတွၼ်း
preparation	လႃႊႁႅၼ်း
prepare	ႁၢင်ႈႁႅင်း
prepared	လႃႊႁႅၼ်း
preposition	ႁဵင်း
presence	ၵၢပ်ႈယၢမ်းလဵဝ်
present	ၶွင်ၽၢၵ်ႇ
present	ယၢမ်းတေႃႈလဵဝ်
presentation	တၢင်ႇလၢတ်ႈ
preserve	ထိင်းသိမ်းၼင်ႇပိူင်ၵဝ်ႇ
president	လူင်ပွင်ႊၸိုဝ်ႈ
press	ၸၢၵ်ႈဢိတ်ႇလိၵ်ႈ
press	တဵၵ်း
pressure	ႁႅင်းတဵၵ်း
pretend	ၵျႃး
pretty	ႁၢင်ႊလီ
prevent	ၵႅတ်ႇၶႄဝႆႉ
previous	ႁူၼ်ၶိုၼ်း
prey	တူဝ်သတ်းထိူၼ်ႇ
price	ၵႃႊၶၼ်
pride	ဢဝ်ၵုင်ႇ
priest	ၵျွင်းၾႃႉၸဝ်ႈယေႇသူႉ
primary	ငဝ်ႈ
prime	လမ်ႇလွင်ႈ
princess	ၸဝ်ႈယိင်း
principal	ပိူင်ႈယႂ်ႇ
prior	လူဝ်ႇဝႆး
prior	မိူဝ်ႈၼၼ်ႉ
priority	ပၼ်ပူၺ်
prison	ၶွၵ်ႈ
privacy	သုၼ်ႇတူဝ်
private	သုၼ်ႇတူဝ်
privilege	သုၼ်ႇၶိုၵ်ႉတွၼ်း
prize	သူး
probably	ဢၼ်ၵိုင်ႇလီပဵၼ်၊ ဢၼ်ပဵၼ်လႆႈ
problem	ပၼ်ႁႃ
procedure	လၢႆးတၢင်း
proceed	ဢုပ်ႇၵုမ်
process	ၶပ်းၶိုင်ႁဵတ်းသၢင်ႈ
process	လွင်ႈတၢင်း
produce	ႁဵတ်းဢွၵ်ႇ
product	ၵုၼ်း
product	ၶူဝ်းၵုၼ်ႇ
product	ထုၵ်ႈဢွၵ်ႇ
production	ႁဵတ်းဢွၵ်ႇ
profession	လူင်ႉလႅၼ်ႇ
professional	လူင်ႉလႅၼ်ႇ
profile	ၾၢင်ႁၢင်ႊ
profit	ၼမ်ႉတွၼ်း
profound	ပဵၼ်ယႂ်ႇပဵၼ်လူင်
progress	ထိုင်တီႈ
project	ၼႃႈၵၢၼ်
prominent	လွင်ႈယႂ်ႇ
promise	ၵႂၢမ်းမၼ်ႈ
promise	ပၼ်ၵႂၢမ်းမၼ်ႈ
promote	ပၼ်ႁႅင်း
promotion	ပၼ်သူးတွၼ်ႈ
prompt	ယူင်းသေႃႇ
prone	ၵႆႇပဵၼ်
pronouns	ႁိၵ်ႈတၢင်
pronunciation	လၢႆးဢွၵ်ႇသဵင်
proof	ၼေလၵ်းထၢၼ်
proper	တေႉတေႉဝႃႈဝႃႈ
properly	တေႉတေႉမီးမီး
properties	တၢင်းၵတ်ႉ
property	လမ်ႉၵတ်ႉ
proposal	ၶေႃႈတၢင်ႇထိုင်
prospect	တၢင်းမုင်ႈမွင်း
prosperity	တၢင်းမုင်ႈမွင်း
prosperous	မၢၵ်ႈမီးႁႅင်းၼႃႇ
protect	ၵႅတ်ႈၶႄ
proud	ၸူမ်းၸွမ်း
prove	ၼေလၵ်းထၢၼ်
provide	ၵမ်ႉထႅမ်
provided	ဝၢင်းၽႅၼ်
province	ၸိုင်ႈမိူင်း
provision	ၵမ်ႉထႅမ်
puberty	ၵေႃႉယႂ်ႇမႃး
public	ၶွင်တင်းၼမ်
pull	ၸၼ်
pumpkin	ပၵ်ႉ
punctual	ၶၢဝ်းမၢၼ်ႇ
pupil	လုၵ်ႈၼွင်ႉ
purchase	သိုဝ်ႉ
pure	သႅၼ်ႈ
purple	သီၵမ်ႇ
purpose	ယိူင်းမၢႆ
purse	ၵဵင်ႈသႂ်
pursue	ၸွမ်းမႃး
pursuit	လမ်းႁႂ်ႈၶိုတ်း
push	တဝ်ႉ
put	သႂ်ႇ
qualification	လမ်ႉၵတ်ႉ
quality	ၼမ်ႉလီ
quantity	တၢင်းၼမ်
quarantine	ပၢင်လိုဝ်ႈႁေႉတၢင်းပဵၼ်
quarrel	ၽိတ်းၽႅၵ်ႇၵၼ်
quarter	သီႇပုၼ်ႈ ၼိူင်ႈပုၼ်ႈ
Quechua	ၶိူဝ်းၶႅတ်ႉသျူႇဝႃႇ
queen	ၼၢင်းႁေႃၶမ်း
queer	လၢၵ်ႇလၢႆး
query	ၸွပ်ႇႁႂ်ႈႁူႉ
question	ၶေႃႈထၢမ်
queue	ၶပ်ႉထႅဝ်
queue	ထႅဝ်ၵူၼ်း
quick	ၽႂ်း
quickly	ဝႆးဝႆး
quiet	ၼိမ်ယဵၼ်
quilt	ယဵတ်ႈသႂ်ႇၵႅၼ်
quit	ဢွၵ်ႇ
quite	တၢၼ်ႇတၢၼ်ႇ
quiz	ၶေႃႈတႃႉ
quotation	ၽိုၼ်ဢိင်ႈ
quote	ၶေႃႈဢၢင်ႈဢိင်ႈ
quote	ဢိင်ႈ
quotes	ယၢင်း
rabbit	ပၢင်တၢႆး
race	လႅၼ်ႈၶႄႉ
rage	ၸႂ်လမ်
rain	ၾူၼ်
raise	ယုၵ်ႉၶိုၼ်ႈ
raise	ၽူႈယုၵ်ႉပူၵ်းတၢင်ႇသုင်
raised	ယုၵ်ႉၶိုၼ်ႈ
ran	လႅၼ်ႈ
random	ၵမ်ႉၺႃး
range	ၶပ်ႉယႆဝႆႉ
rapid	ဝႆးၽႂ်း
rapidly	ဝႆးဝႆး
rare	ဢၼ်ႁႃယၢပ်ႇ
rarely	ဢေႇႁႅင်း
rash	ႁဵတ်းဢမ်ႇဝူၼ်ႉ
rat	ၼူ
rate	တၢင်းဝႆး
rather	လိူဝ်သေ
ratio	လၵ်းၸဵင်ႁိဝ်ႈၸင်ႈ
rational	ၸွမ်းလွင်ႈၸွမ်းတၢင်း
raw	ဢၼ်လိပ်း
re	ၵမ်ႉထႅမ်
reach	ႁွတ်ႈၽႅဝ်
reached	ႁွတ်ႈထိုင်
reaction	တုမ်ႉတွပ်ႇ
read	ဢၢၼ်ႇလိၵ်ႈ
reading	လူလိၵ်ႈ
ready	တူဝ်ႈတၼ်း
real	ဢၼ်တေႉ
reality	ဢွၼ်တေႉ
realize	ဢၼ်တေႉ
realized	ဢၼ်ၸိုဝ်ႈၸႂ်ႈ
really	တေႉတေႉ
rear	ၽၢႆႇတၢင်းတူၵ်း
reason	လွင်ႈတၢင်း
reasonable	မီးလွင်ႈတၢင်း
recall	ႁွင်ႉၶိုၼ်း
receipt	ႁပ်ႉငိုၼ်း
receive	လႆႈႁပ်ႉ
received	ႁပ်ႉလႆႈ
recent	ၵမ်းထိုင်
recently	မိူဝ်ႈဢမ်ႇပႆႇႁိုင်သင်ၼႆႉ
reception	ႁပ်ႉၶၢမ်ႇ
recipe	လၢႆးႁုင်မိုဝ်ႉ
reckless	ဝႆႉမဝ်ႊမၢင်ႊ
recognition	မၵ်းမၼ်ႈပၼ်
recognize	မၢႆတွင်းဝႆႉ
recommend	ပၼ်တၢင်းႁၼ်ထိုင်
recommended	ပၼ်တၢင်းၶႆႈၸႂ်
record	ၶေႃႈမၢႆတွင်း
record	မၢႆတွင်းဝႆႉ
recover	ၶူၼ်ႉၶိုၼ်း
recovery	ၶိုၼ်းဢဝ်ၶိုၼ်း
rectangle	သီႇလႅမ်ႊ
red	သီလႅင်
redeem	လႅၵ်ႈၶိုၼ်းၶူဝ်းၵမ်ႉ
redemption	ၶႄသၢႆၸႂ်
reduce	လူတ်ႈယွမ်း
redundant	လိူင်ႇမၢၵ်ႈ
refer	မၢႆထိုင်
reference	ၽိုၼ်ဢိင်ႈ
reflect	တွၼ်ႉ
reflection	တူၼ်ႉၶိုၼ်း
refrain	ဢဝ်ပၢႆႊမႃး ထိင်းဝႆႉ
refrigerator	တူယဵၼ်
refund	ထွၼ်ပၼ်ငိုၼ်း
refuse	တွပ်ႇထဵင်
refused	ထဵင်ၶိုၼ်း
regard	ၼပ်ႉယမ်
regarding	တူၺ်းလီလီ
regardless	ဢမ်ႇဝူၼ်ႉလီလီ
regards	ယွင်ႈယေႃး
region	လႅၼ်ႊတီႈ
register	သႂ်ႇၸိုဝ်ႈ
regret	ၼႅင်ၸႂ်
regular	ၵူႊပွၵ်ႈ
regularly	ပဵၼ်ၵူႊၽဝ်ႇ
reject	ဢဝ်ဢွၵ်ႇ
relate	ၵိုတ်းလိူဝ်
related	ၵိုတ်း
relationship	လွင်ႈမိုတ်ႈၵိုဝ်း
relative	ၵွင်ႉၵဵဝ်ႇ
relative	ပီႈၼွင်ႉ
relatives	ပီႈၼွင်ႉ
relax	လိုဝ်ႈႁိူဝ်ႉ
release	ပွၺ်ႇပၼ်
released	ၵိုတ်းဝႆႉ
relevant	သၢင်ႇတေႃႇ
reliable	ယုမ်ႇၸႂ်လႆႈ
relief	ၸိုၼ်ႈၶႅၼ်း
relieve	ၶႅၼ်းသႃႇမႃး
relieved	ယႃတၢင်းၸဵပ်း
religion	ၼပ်ႉထိုဝ်
religious	ၵၢၼ်ၼပ်ႉထိုဝ်
reluctant	ဢမ်ႇပႃးၸႂ်
rely	ဢိင်
remain	ၵိုတ်းဝႆႉ
remaining	ၵိုတ်းဝႆႉ
remarkable	ပဵၼ်တီႈတွင်းမၢႆ
remedy	ၶိုင်တၢင်းၽိတ်းႁဵတ်းႁႂ်ႈ မႅၼ်ႈ
remember	တွင်းဝႆႉ
remind	ပၼ်ၽၢင်ႉ
reminder	ၶေႃႈပၼ်ၽၢင်ႉ
remote	ၵႆ
remove	ထွၼ်ပႅတ်ႈ
render	ၸေႇယိမ်
rent	ၵႃႊၶၢတ်ႈ
repair	မႄး
repeat	သမ်ႉထႅင်ႈ
replace	တႅၼ်းၶိုၼ်း
reply	ၶၢၼ်ၶိုၼ်း
report	တၢင်ႇၽိုၼ်
report	လၢႆးငၢၼ်း
represent	တၢင်တူဝ်
reputation	ၶၢဝ်ႇလိုဝ်း
request	တုၵ်းယွၼ်း
require	ယွၼ်းထိုင်
required	ယွၼ်းတၢင်းၸွၺ်ႈထႅမ်
rescue	ၵဵဝ်ႇၶေ
research	ၶူၼ်ႉၶႂႃႉ
resemble	မိူၼ်
resentment	ႁၢမ်းသိၵ်ႈၶႃႇ
reservation	ဢွင်ႈၶေႃၶေႃ
reserve	ၶေႃၶေႃ
resident	ၵူၼ်းယူႇသဝ်း
resign	ထွၼ်တူဝ်
resilience	ၶၢမ်ႇတၢမ်ႇလႆႈ
resilient	ၶၢမ်ႇတၢမ်ႇ
resist	ၸင်ႈၶၢမ်ႇ
resistance	ၸင်ႈၶၢမ်ႇ
resolution	ၶေႃႈယၼ်ႇၸႂ်
resolve	ၵေႈလိတ်ႈ
resort	တီႈလိုဝ်ႈသဝ်း
resources	ၶူဝ်းတိုၼ်း
respect	ၼပ်ႉယမ်
respond	တုမ်ႉတွပ်ႇ
response	တုမ်ႉတွပ်ႇ
responsibility	ပုၼ်ႈၽွၼ်း
responsible	လီပိုင်ႈဢိင်
rest	လိုဝ်ႈႁိူဝ်ႉ
rest in peace	ႁႂ်ႈၵႂႃႇႁွတ်ႈတီႈၵတ်းယဵၼ်
restaurant	ႁၢၼ်ႉတၢင်းၵိၼ်
restore	ၶိုၼ်းဝႆႉၶိုၼ်း
restrict	မၵ်းၶၼ်ႈ
result	ၶေႃႈၵမ်းလိုၼ်း
results	ၼမ်ႉတွၼ်း
resume	မႄးတႄႇမႂ်ႇ
retail	ၶၢႆလုမ်း
retain	ထိင်းသိမ်း
retention	ယင်ႇမၼ်ႈဝႆႉ
retired	ဝၢင်းလိုဝ်ႈၵၢၼ်
retreat	ႁူၼ်လင်
retrieve	ၶၢမ်ႇၽွၼ်းႁၢႆႉ
return	ပွၵ်ႈၶိုၼ်း
reveal	ပၼ်ႁူႉ
revealed	ၽုၺ်ႇၶႆႊ
revenge	တွပ်ႇတႅၼ်း
revenue	ငိုၼ်းၶွၼ်ႇ
reverse	ပိၼ်ၾူၼ်
review	ႁုပ်ႈတူၺ်းၶိုၼ်း
review	ၽိုၼ်ႉတူၺ်း
revise	ၶိုၼ်းတူၺ်း
revision	လိုမ်ႉၶိုၼ်း
revolution	လုၵ်ႉၽိုၼ်ႉ
reward	သူး
rhythm	ၸၢပ်ႇလႅပ်ႈ
rib	လုပ်ႇသၼ်လင်
rice	ၶဝ်ႈ
rich	မၢၵ်ႈမီး
rid	ပၢႆႇဢွၵ်ႇ
ride	ၶီႇ
ridiculous	တၢင်းၶႂ်ႈၶူဝ်
right	မႅၼ်ႈ
right now	ယၢမ်းၼႆႉ
rigid	ၶိူင်ႇၶမ်ႉ
ring	ႁၢင်ႊၸွပ်ႇ
rinse	သုၵ်ႈၼမ်ႉ
riot	တွၼ်ႊလမ်ႇလွင်ႈ
rip	သိၵ်ႇ
rip	ႁူၼ်လင်
ripe	သုၵ်း
rise	တၢင်းၶိုၼ်ႈ
risk	ပဵၼ်ၽွၼ်းႁၢႆႉ
risk	ၽွၼ်းႁၢႆႉ
rival	ၽူႈၶႄႉၶဵင်ႇ
river	ၼမ်ႉၵေး
road	သဵၼ်ႈတၢင်း
roast	ယၢင်ႉ
robust	ၶိူင်ႇၶမ်ႉ
rock	ၽႃႁိၼ်
rod	လူၼ်ႈလဵၵ်း
role	ၽူႈလဵၼ်ႈၸိူင်း
roll	ဢိင်ႈ
roof	ႁၢၵ်ႈမႆႉ
room	ႁွင်ႈ
root	ႁၢၵ်ႈမႆႉ
rope	ၸိူၵ်ႈ
rotten	ၼဝ်ႈ
rough	ဢၼ်ဢမ်ႇၶျေုး
roughly	ၵႅမ်းဝႆႉ
round	ႁွပ်ႈ
route	သဵၼ်ႈတၢင်း
routine	ၵၢၼ်ၵူႊဝၼ်းဝၼ်း
row	ထႅဝ်ၼွၼ်း
rub	ထူ
rubber	ၵွတ်ႈမွတ်ႇ
rubbish	ယုၵ်ႉယၢၵ်ႉ
rude	ဢၼ်လိူင်း
rug	ၽႅၼ်ႇထူၶီႈတိၼ်
ruin	လူႉလႅဝ်
rule	ဢုပ်ႇပိူင်ႇ
ruler	မႆႉထတ်း
rules	ဢုပ်ႇပိူင်ႇ
run	လႅၼ်ႈ
running	လႅၼ်ႈ
rural	မၢၼ်ႈၼွၵ်ႈ
rush	မႆႉဢေႃႈ
rush	ၵႂႃႇဝႆးဝႆး
sack	ထူင်ၶဝ်ႈ
sacred	ဝႆႉၼၵ်း
sacrifice	ပွၺ်ႇၽႃႈ
